-12.430775;
-5.2392845;
-12.469773;
-11.167316;
-9.376167;
-15.824141;
-20.665222;
-7.4852595;
-9.216835;
-2.9793532;
-12.676615;
-15.733181;
-17.726065;
-18.964067;
-12.047823;
-16.447561;
7.5548143;
-14.393618;
-9.015771;
-5.83163;
-9.232858;
-9.8937435;
-8.293295;
-9.795181;
-12.481459;
-8.8277235;
-9.822887;
-9.943361;
-13.8877735;
-14.25549;
-10.796652;
-11.435471;
-10.691116;
-10.583412;
-12.955172;
-12.331156;
-11.475063;
-12.294287;
-13.483913;
-12.098081;
-9.959147;
-11.066534;
-10.418149;
-6.903438;
-8.631138;
-7.5867596;
-5.7075405;
-9.634691;
-9.95984;
-8.691183;
-9.09579;
-8.681168;
-6.512451;
-3.34197;
-10.400336;
-8.282636;
-9.364469;
-6.369707;
-12.255733;
-7.3016205;
-7.6175275;
-7.304283;
-10.408591;
-8.208051;
-7.112839;
-12.780642;
-7.95597;
-13.122198;
-9.026458;
-3.2528696;
-8.076142;
0.29989934;
-4.394058;
-3.5718806;
-6.4963117;
-4.639915;
-5.065938;
-8.545644;
-1.7614571;
4.547783;
-6.3139505;
-7.9723325;
-8.359343;
-12.461064;
-12.298125;
-7.908026;
-7.430444;
-1.1729777;
-7.019785;
-9.222512;
-12.457027;
-13.144867;
-6.494054;
-9.7206135;
-0.05502677;
-18.777287;
-12.535949;
-8.64998;
-14.849552;
-14.494946;
-10.424767;
-13.836572;
-16.119444;
-12.661276;
-12.614092;
-10.427267;
-16.908047;
-14.710012;
-16.07614;
-15.009403;
-15.989491;
-12.982315;
-18.171938;
-16.795055;
-17.590559;
-15.6701355;
-18.802376;
-16.790024;
-15.047666;
-13.839863;
-13.869606;
-12.824169;
-9.582647;
-13.316092;
-10.701872;
-13.019143;
-12.453369;
-12.238424;
-11.242181;
-12.249754;
-9.612619;
-8.149487;
-15.55508;
-14.274958;
-13.248291;
-11.975;
-15.278097;
-11.30488;
-10.579878;
-11.361212;
-13.272765;
-14.73092;
-12.059403;
-15.241886;
-12.197779;
-15.299088;
-9.415333;
-7.1441693;
-9.858713;
-4.5093536;
-2.6099207;
-7.725641;
-10.553509;
-6.0788703;
-4.170209;
-11.526011;
-4.1461363;
-0.90786445;
-11.53039;
-11.950398;
-11.616013;
-18.509754;
-17.958456;
-10.264404;
-10.042086;
-4.993338;
-10.259105;
-12.795667;
-13.82634;
-13.012882;
-11.501959;
-14.963745;
9.251137;
-14.781126;
-11.748289;
-8.132413;
-12.087944;
-12.608582;
-10.274073;
-13.721836;
-13.729897;
-11.645334;
-9.782807;
-12.328421;
-14.444306;
-12.497877;
-15.027683;
-12.837809;
-15.053311;
-12.463197;
-16.363548;
-14.282812;
-15.593229;
-14.890564;
-16.931553;
-15.962355;
-15.060832;
-12.214796;
-10.812677;
-10.068575;
-10.791527;
-14.0786085;
-3.44299;
-10.321945;
-8.163791;
-13.338741;
-10.693939;
-10.421732;
-12.403694;
-10.473623;
-13.483557;
-14.17253;
-13.600708;
-10.16523;
-12.668364;
-10.006708;
-11.473707;
-11.076355;
-13.72739;
-16.25191;
-11.349974;
-12.575812;
-10.8455515;
-13.261546;
-4.765387;
-8.868591;
-8.802227;
-8.624472;
6.596941;
-4.786649;
-8.966455;
-6.2767253;
-5.758933;
-12.982441;
-4.798359;
-2.7705078;
-8.08736;
-8.376152;
-8.188601;
-10.837347;
-14.334693;
-8.506078;
-7.312391;
-3.84254;
-8.327581;
-9.728165;
-9.135784;
-7.500948;
-8.292602;
-11.629284;
5.0022907;
-10.8386755;
-10.407559;
-9.000065;
-10.252688;
-11.728731;
-9.682862;
-13.978328;
-12.232101;
-9.837623;
-7.2717233;
-11.548525;
-12.13591;
-10.983858;
-13.299759;
-10.117101;
-13.039886;
-9.890735;
-14.169453;
-11.602132;
-12.603732;
-10.912663;
-14.322102;
-16.538527;
-15.8498745;
-11.11997;
-8.36534;
-7.5182114;
-9.211833;
-12.170523;
-2.5635602;
-8.645252;
-6.4877787;
-10.905673;
-10.133946;
-11.99489;
-11.307218;
-9.052133;
-8.810499;
-10.048361;
-10.092425;
-7.019897;
-11.186503;
-7.347309;
-11.723171;
-10.425409;
-10.051791;
-12.378554;
-8.401372;
-10.624552;
-6.9796267;
-11.333136;
-2.7217698;
-10.060891;
-5.894607;
-6.5172186;
9.548794;
-5.3948956;
-7.813209;
-6.8782005;
-6.6417274;
-13.319242;
-6.4250336;
-3.8231685;
-4.071535;
-3.3379674;
-6.917568;
-7.866488;
-12.17141;
-5.8364987;
-5.889201;
-4.9864473;
-6.4531193;
-9.473896;
-7.4164906;
-6.675164;
-6.541656;
-9.63254;
2.1557047;
-15.5002165;
-14.375847;
-12.152646;
-15.688301;
-16.457884;
-12.723296;
-17.3424;
-15.179701;
-9.662321;
-8.572231;
-10.456781;
-15.269433;
-15.261941;
-15.552006;
-9.711562;
-14.191462;
-12.415419;
-17.648386;
-14.97741;
-16.417686;
-12.766216;
-15.099936;
-19.348877;
-20.63139;
-14.145467;
-10.029484;
-9.413759;
-8.692596;
-13.83848;
-5.320234;
-13.387882;
-8.456385;
-13.264855;
-14.50532;
-15.020115;
-12.750762;
-9.8177805;
-10.3433895;
-9.7356615;
-12.401122;
-10.754935;
-13.310395;
-10.802596;
-12.437793;
-14.932209;
-13.434416;
-14.752291;
-8.295467;
-13.460776;
-9.621371;
-14.186381;
-4.6649694;
-10.572241;
-5.621018;
-5.343828;
6.730289;
-8.759597;
-8.393292;
-9.45709;
-4.9902725;
-15.202313;
-11.122248;
-5.6893153;
-6.567187;
-4.0650845;
-9.470715;
-12.547382;
-13.81414;
-3.172901;
-5.313708;
-7.005369;
-9.30065;
-10.35872;
-9.865669;
-10.834694;
-8.987522;
-12.115871;
9.044029;
-13.281115;
-11.348171;
-8.385032;
-11.020863;
-11.961274;
-9.426595;
-12.153842;
-12.285582;
-7.8524485;
-7.3523498;
-6.7368307;
-13.022322;
-12.845785;
-10.664534;
-7.3770914;
-10.487749;
-9.511328;
-13.309827;
-10.844461;
-12.5597515;
-10.206272;
-10.472756;
-16.237024;
-14.815049;
-10.92301;
-6.298003;
-6.4249945;
-4.6602373;
-9.0224085;
-2.8311567;
-8.958905;
-4.5752983;
-10.240618;
-10.169132;
-11.058273;
-9.092494;
-5.5796995;
-8.461516;
-7.123606;
-8.413071;
-8.5232525;
-10.696177;
-8.370519;
-7.1888227;
-11.18806;
-9.618922;
-10.726642;
-4.533191;
-10.790525;
-7.360008;
-11.721342;
-3.7300038;
-6.789835;
-2.909052;
-4.925989;
2.9194565;
-5.8879213;
-6.4768248;
-6.954315;
-2.8021212;
-12.055528;
-10.362948;
-3.8821547;
-5.309303;
-1.5385557;
-7.351282;
-10.905594;
-10.6804;
-0.09783816;
-2.8141618;
-5.3609953;
-9.443854;
-7.134712;
-8.024869;
-8.756601;
-8.246508;
-10.486408;
9.123407;
-11.626245;
-11.542605;
-9.4653;
-10.590394;
-8.569225;
-9.752104;
-11.140941;
-10.473826;
-7.1483407;
-7.9525657;
-7.847578;
-11.406544;
-11.843244;
-9.78041;
-9.013787;
-10.921335;
-9.825216;
-12.583927;
-10.044344;
-11.417408;
-11.289105;
-10.345162;
-16.483076;
-12.0974655;
-10.898755;
-6.4463043;
-7.791035;
-4.179241;
-8.367335;
-4.8391776;
-9.017844;
-6.6173944;
-9.281522;
-9.370362;
-11.450427;
-9.184599;
-6.7218204;
-8.582523;
-7.233202;
-7.9680777;
-9.194923;
-9.377302;
-8.974927;
-7.02031;
-9.847142;
-8.740536;
-9.063724;
-3.988087;
-9.485706;
-7.695958;
-10.728356;
-3.0331576;
-6.1793776;
-1.8147447;
-5.1719203;
-1.0544237;
-5.5761366;
-8.06625;
-6.378191;
-3.9088774;
-13.881145;
-11.035147;
-3.9174285;
-4.624885;
0.6201577;
-6.3743563;
-10.574476;
-11.026985;
1.9212325;
-1.7006222;
-4.2663517;
-9.653936;
-5.5266385;
-7.7908506;
-9.494269;
-10.923266;
-11.348094;
8.848139;
-11.417969;
-12.379725;
-9.991635;
-10.490205;
-9.542131;
-9.39841;
-11.197281;
-10.091375;
-6.9874706;
-8.5701065;
-9.3651085;
-11.045506;
-12.130178;
-9.740974;
-9.368665;
-11.404447;
-9.975395;
-14.024375;
-10.2755785;
-11.799087;
-12.499682;
-10.742603;
-16.802841;
-12.732697;
-10.995178;
-6.639722;
-8.426426;
-4.6077185;
-7.9985666;
-6.213699;
-9.446038;
-7.716543;
-8.136644;
-8.522175;
-11.721478;
-9.348719;
-6.83032;
-8.430185;
-7.077031;
-8.45825;
-9.501754;
-9.489931;
-9.2288265;
-7.623314;
-8.917221;
-8.092345;
-7.7757154;
-3.3925776;
-9.265698;
-8.309652;
-10.189174;
-2.3988986;
-5.6344314;
-1.7871137;
-4.528993;
-2.3209078;
-5.7234106;
-9.155447;
-5.5073385;
-5.678292;
-16.314865;
-10.2005005;
-4.007055;
-3.8155015;
2.269186;
-6.8534393;
-11.951495;
-11.675312;
1.454715;
-0.81404126;
-3.5895927;
-8.777874;
-5.204095;
-6.6317983;
-9.75406;
-12.4446745;
-11.938293;
7.7329535;
-12.096401;
-13.215656;
-10.270252;
-10.905724;
-10.6020565;
-9.637855;
-11.181606;
-10.305652;
-6.7910376;
-8.561309;
-9.528776;
-11.477241;
-12.606023;
-10.30767;
-9.795949;
-11.703545;
-10.557465;
-15.127611;
-11.25122;
-12.293371;
-13.400072;
-11.382883;
-16.648785;
-13.094301;
-11.0631;
-6.858147;
-8.787303;
-5.1454277;
-8.148249;
-7.060522;
-9.6617;
-8.376812;
-7.791427;
-8.116413;
-11.790365;
-10.107779;
-7.7781796;
-7.87739;
-6.650398;
-8.656083;
-9.643373;
-9.997681;
-9.403893;
-7.80986;
-8.37482;
-7.8476872;
-8.032292;
-3.4938698;
-9.584249;
-9.289393;
-10.265396;
-1.7819808;
-5.2117915;
-1.8988482;
-4.3549514;
-2.74007;
-5.7041163;
-9.511671;
-5.0935063;
-6.102222;
-17.04231;
-9.415377;
-4.4716473;
-2.6388264;
3.2182934;
-7.2123413;
-12.658846;
-11.917712;
-0.1904555;
-0.073451996;
-3.3838983;
-7.898529;
-5.0197096;
-5.7301273;
-9.638399;
-13.089198;
-11.569548;
7.5404816;
-12.559893;
-14.121291;
-10.777162;
-11.33951;
-11.373374;
-10.2186;
-11.646111;
-10.540381;
-6.9587374;
-9.266982;
-10.176575;
-12.300977;
-12.818551;
-10.757992;
-10.304222;
-12.5764;
-10.651215;
-15.440296;
-12.297771;
-12.795504;
-14.012584;
-11.784818;
-16.990894;
-14.030955;
-11.362521;
-7.308347;
-9.758753;
-6.111176;
-8.423872;
-7.831237;
-10.264496;
-9.050796;
-7.876784;
-8.655;
-12.311455;
-10.62487;
-9.023708;
-8.40782;
-6.5083284;
-8.919897;
-9.900954;
-10.60283;
-9.704265;
-7.465678;
-8.730902;
-7.649349;
-8.757023;
-4.261841;
-10.343458;
-10.279069;
-10.766024;
-1.4951297;
-5.7418823;
-2.0850346;
-3.4776943;
-2.2330706;
-5.8156;
-10.181409;
-5.004256;
-6.187356;
-17.288181;
-8.645899;
-5.3694925;
-2.4919047;
2.4127257;
-7.241438;
-13.475494;
-12.1922245;
-2.3694038;
-0.0700438;
-3.577269;
-7.9088826;
-5.960723;
-5.3555584;
-10.375594;
-13.323027;
-11.275775;
9.254765;
-12.316109;
-14.541835;
-10.69691;
-11.582163;
-11.192498;
-10.978855;
-11.7577;
-10.5576105;
-7.109333;
-9.516512;
-10.508129;
-12.219802;
-13.045678;
-10.914507;
-10.973556;
-13.550256;
-10.173829;
-15.748854;
-12.848809;
-13.059394;
-14.524581;
-11.961433;
-17.070833;
-14.467657;
-11.69775;
-7.0954933;
-10.588041;
-6.3277082;
-8.830106;
-8.448455;
-10.657875;
-9.209087;
-7.955382;
-9.379762;
-12.540447;
-11.402601;
-9.494535;
-8.628262;
-6.4548965;
-8.79437;
-10.337537;
-10.637336;
-10.050486;
-7.1630898;
-8.884612;
-7.5028706;
-8.900582;
-4.3076015;
-10.401975;
-10.74802;
-10.670771;
-1.5208727;
-6.1278906;
-2.0856774;
-2.6886783;
-1.9443598;
-5.744857;
-10.459713;
-5.49069;
-5.9181376;
-16.876598;
-8.084798;
-5.594677;
-2.262403;
1.5794955;
-6.9571037;
-13.607414;
-12.018271;
-2.9132242;
0.27982855;
-3.512455;
-7.644179;
-5.9970627;
-5.1471543;
-10.383468;
-12.986298;
-11.167008;
9.746669;
-12.321375;
-14.576814;
-10.783624;
-12.038155;
-10.822685;
-11.728432;
-11.546087;
-10.500927;
-7.398638;
-9.797915;
-10.286892;
-11.964319;
-12.957796;
-10.906322;
-11.501634;
-13.965615;
-9.792839;
-15.74022;
-13.074593;
-12.833351;
-14.908216;
-11.901949;
-17.257149;
-14.353833;
-12.048172;
-6.7414365;
-11.33572;
-6.3532643;
-9.273027;
-8.907408;
-10.980783;
-9.250356;
-8.35379;
-9.760213;
-12.658795;
-11.688907;
-9.700509;
-8.533533;
-6.72388;
-8.56551;
-10.697057;
-10.476456;
-10.338787;
-7.085934;
-9.030067;
-7.347842;
-8.76983;
-4.2447376;
-10.259907;
-10.694943;
-10.4789715;
-1.7720631;
-6.0740347;
-2.239981;
-2.4471793;
-1.5929177;
-6.0785728;
-10.855337;
-5.5165052;
-5.563897;
-15.711755;
-7.568383;
-5.4337153;
-2.3443973;
0.61899066;
-6.4935474;
-13.634321;
-12.210011;
-3.0991814;
-0.050192595;
-3.6763306;
-7.1696157;
-5.8728113;
-4.708299;
-9.724457;
-12.476756;
-10.74207;
9.938856;
-12.318702;
-14.182028;
-10.992208;
-12.49323;
-10.20968;
